TAB NAME: reels.csv>
index,GearID,Brand,Series,Model,SizeClass,Variant,Tier,GearRatio,RetrieveCmPerTurn,MaxDragKg,WeightG,LineCapacityIndex,Smoothness,Rigidity,WindingTorque,Response,DragStartup,WaterResistance,PriceJPY,PrimaryUse,Status
reel-0015,Shimara,NEXARA,5000HG,5000,HG,entry,6.0,127,12.4,288,0.4,66,61,60,62,74,56,15200,シーバス/サーフ,FICTIONAL_CONTENT
reel-0016,Shimara,NEXARA,5000XG,5000,XG,entry,6.4,136,12.4,288,0.4,66,61,59,67,74,56,15700,シーバス/サーフ,FICTIONAL_CONTENT
reel-0017,Shimara,STRADIA,1000S,1000,S,mid,5.2,64,3.1,158,0.21,66,61,60,62,74,56,9200,ライトゲーム,FICTIONAL_CONTENT
reel-0018,Shimara,STRADIA,1000HG,1000,HG,mid,6.0,79,3.1,162,0.24,66,61,60,62,74,56,9500,ライトゲーム,FICTIONAL_CONTENT
reel-0019,Shimara,STRADIA,2000S,2000,S,mid,5.2,71,4.1,172,0.26,66,61,60,62,74,56,10300,ライトゲーム,FICTIONAL_CONTENT
reel-0020,Shimara,STRADIA,2000HG,2000,HG,mid,6.0,86,4.1,176,0.3,66,61,60,62,74,56,10700,ライトゲーム,FICTIONAL_CONTENT
reel-0021,Shimara,STRADIA,2500S,2500,S,mid,5.2,78,5.2,197,0.28,66,61,60,62,74,56,11900,万能小〜中型,FICTIONAL_CONTENT
reel-0022,Shimara,STRADIA,2500,2500,STD,mid,5.2,78,5.2,201,0.32,66,61,60,62,74,56,11900,万能小〜中型,FICTIONAL_CONTENT
reel-0023,Shimara,STRADIA,2500HG,2500,HG,mid,6.0,95,5.2,201,0.32,66,61,60,62,74,56,12400,万能小〜中型,FICTIONAL_CONTENT
reel-0024,Shimara,STRADIA,3000,3000,STD,mid,5.2,85,7.2,220,0.34,66,61,60,62,74,56,13500,万能小〜中型,FICTIONAL_CONTENT
reel-0025,Shimara,STRADIA,3000HG,3000,HG,mid,6.0,104,7.2,220,0.34,66,61,60,62,74,56,14000,万能小〜中型,FICTIONAL_CONTENT
reel-0026,Shimara,STRADIA,3000XG,3000,XG,mid,6.4,111,7.2,220,0.34,66,61,59,67,74,56,14600,万能小〜中型,FICTIONAL_CONTENT
reel-0027,Shimara,STRADIA,4000,4000,STD,mid,5.2,99,10.3,250,0.38,66,61,60,62,74,56,16200,シーバス/サーフ,FICTIONAL_CONTENT
reel-0028,Shimara,STRADIA,4000HG,4000,HG,mid,6.0,121,10.3,250,0.38,66,61,60,62,74,56,16800,シーバス/サーフ,FICTIONAL_CONTENT
reel-0029,Shimara,STRADIA,4000XG,4000,XG,mid,6.4,129,10.3,250,0.38,66,61,59,67,74,56,17500,シーバス/サーフ,FICTIONAL_CONTENT
reel-0030,Shimara,STRADIA,5000,5000,STD,mid,5.2,104,12.4,279,0.4,66,61,60,62,74,56,19400,シーバス/サーフ,FICTIONAL_CONTENT
reel-0031,Shimara,STRADIA,5000HG,5000,HG,mid,6.0,127,12.4,279,0.4,66,61,60,62,74,56,20200,シーバス/サーフ,FICTIONAL_CONTENT
reel-0032,Shimara,STRADIA,5000XG,5000,XG,mid,6.4,136,12.4,279,0.4,66,61,59,67,74,56,21000,シーバス/サーフ,FICTIONAL_CONTENT
reel-0033,Shimara,STRADIA,6000PG,6000,PG,mid,4.6,97,14.9,331,0.43,66,61,67,62,74,56,25200,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0034,Shimara,STRADIA,6000HG,6000,HG,mid,5.7,132,14.4,323,0.43,66,61,60,62,74,56,24700,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0035,Shimara,STRADIA,6000XG,6000,XG,mid,6.1,141,14.4,323,0.43,66,61,59,67,74,56,25700,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0036,Shimara,VANEDGE,1000S,1000,S,light,5.2,64,3.1,150,0.21,66,61,60,69,74,56,11500,ライトゲーム,FICTIONAL_CONTENT
reel-0037,Shimara,VANEDGE,1000HG,1000,HG,light,6.0,79,3.1,154,0.24,66,61,60,69,74,56,11900,ライトゲーム,FICTIONAL_CONTENT
reel-0038,Shimara,VANEDGE,2000S,2000,S,light,5.2,71,4.1,164,0.26,66,61,60,69,74,56,12800,ライトゲーム,FICTIONAL_CONTENT
reel-0039,Shimara,VANEDGE,2000HG,2000,HG,light,6.0,86,4.1,168,0.3,66,61,60,69,74,56,13300,ライトゲーム,FICTIONAL_CONTENT
reel-0040,Shimara,VANEDGE,2500S,2500,S,light,5.2,78,5.2,187,0.28,66,61,60,69,74,56,14900,万能小〜中型,FICTIONAL_CONTENT
reel-0041,Shimara,VANEDGE,2500,2500,STD,light,5.2,78,5.2,191,0.32,66,61,60,69,74,56,14900,万能小〜中型,FICTIONAL_CONTENT
reel-0042,Shimara,VANEDGE,2500HG,2500,HG,light,6.0,95,5.2,191,0.32,66,61,60,69,74,56,15400,万能小〜中型,FICTIONAL_CONTENT
reel-0043,Shimara,VANEDGE,3000,3000,STD,light,5.2,85,7.2,209,0.34,66,61,60,69,74,56,16900,万能小〜中型,FICTIONAL_CONTENT
reel-0044,Shimara,VANEDGE,3000HG,3000,HG,light,6.0,104,7.2,209,0.34,66,61,60,69,74,56,17600,万能小〜中型,FICTIONAL_CONTENT
reel-0045,Shimara,VANEDGE,3000XG,3000,XG,light,6.4,111,7.2,209,0.34,66,61,59,74,74,56,18200,万能小〜中型,FICTIONAL_CONTENT
reel-0046,Shimara,VANEDGE,4000,4000,STD,light,5.2,99,10.3,237,0.38,66,61,60,69,74,56,20200,シーバス/サーフ,FICTIONAL_CONTENT
reel-0047,Shimara,VANEDGE,4000HG,4000,HG,light,6.0,121,10.3,237,0.38,66,61,60,69,74,56,21100,シーバス/サーフ,FICTIONAL_CONTENT
reel-0048,Shimara,VANEDGE,4000XG,4000,XG,light,6.4,129,10.3,237,0.38,66,61,59,74,74,56,21900,シーバス/サーフ,FICTIONAL_CONTENT
reel-0049,Shimara,TWINARC,2500S,2500,S,upper,5.2,78,5.2,197,0.28,69,61,60,62,74,63,16000,万能小〜中型,FICTIONAL_CONTENT
reel-0050,Shimara,TWINARC,2500,2500,STD,upper,5.2,78,5.2,201,0.32,69,61,60,62,74,63,16000,万能小〜中型,FICTIONAL_CONTENT
reel-0051,Shimara,TWINARC,2500HG,2500,HG,upper,6.0,95,5.2,201,0.32,69,61,60,62,74,63,16700,万能小〜中型,FICTIONAL_CONTENT
reel-0052,Shimara,TWINARC,3000,3000,STD,upper,5.2,85,7.2,220,0.34,69,61,60,62,74,63,18200,万能小〜中型,FICTIONAL_CONTENT
reel-0053,Shimara,TWINARC,3000HG,3000,HG,upper,6.0,104,7.2,220,0.34,69,61,60,62,74,63,19000,万能小〜中型,FICTIONAL_CONTENT
reel-0054,Shimara,TWINARC,3000XG,3000,XG,upper,6.4,111,7.2,220,0.34,69,61,59,67,74,63,19700,万能小〜中型,FICTIONAL_CONTENT
reel-0055,Shimara,TWINARC,4000,4000,STD,upper,5.2,99,10.3,250,0.38,69,61,60,62,74,63,21900,シーバス/サーフ,FICTIONAL_CONTENT
reel-0056,Shimara,TWINARC,4000HG,4000,HG,upper,6.0,121,10.3,250,0.38,69,61,60,62,74,63,22700,シーバス/サーフ,FICTIONAL_CONTENT
reel-0057,Shimara,TWINARC,4000XG,4000,XG,upper,6.4,129,10.3,250,0.38,69,61,59,67,74,63,23600,シーバス/サーフ,FICTIONAL_CONTENT
reel-0058,Shimara,TWINARC,5000,5000,STD,upper,5.2,104,12.4,279,0.4,69,61,60,62,74,63,26200,シーバス/サーフ,FICTIONAL_CONTENT
reel-0059,Shimara,TWINARC,5000HG,5000,HG,upper,6.0,127,12.4,279,0.4,69,61,60,62,74,63,27300,シーバス/サーフ,FICTIONAL_CONTENT
reel-0060,Shimara,TWINARC,5000XG,5000,XG,upper,6.4,136,12.4,279,0.4,69,61,59,67,74,63,28300,シーバス/サーフ,FICTIONAL_CONTENT
reel-0061,Shimara,TWINARC,6000PG,6000,PG,upper,4.6,97,14.9,331,0.43,69,61,67,62,74,63,34000,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0062,Shimara,TWINARC,6000HG,6000,HG,upper,5.7,132,14.4,323,0.43,69,61,60,62,74,63,33400,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0063,Shimara,TWINARC,6000XG,6000,XG,upper,6.1,141,14.4,323,0.43,69,61,59,67,74,63,34600,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0064,Shimara,STELLION,1000S,1000,S,flagship,5.2,64,3.1,154,0.21,76,69,60,62,74,63,14700,ライトゲーム,FICTIONAL_CONTENT
reel-0065,Shimara,STELLION,1000HG,1000,HG,flagship,6.0,79,3.1,158,0.24,76,69,60,62,74,63,15300,ライトゲーム,FICTIONAL_CONTENT
reel-0066,Shimara,STELLION,2000S,2000,S,flagship,5.2,71,4.1,169,0.26,76,69,60,62,74,63,16400,ライトゲーム,FICTIONAL_CONTENT
reel-0067,Shimara,STELLION,2000HG,2000,HG,flagship,6.0,86,4.1,173,0.3,76,69,60,62,74,63,17100,ライトゲーム,FICTIONAL_CONTENT
reel-0068,Shimara,STELLION,2500S,2500,S,flagship,5.2,78,5.2,193,0.28,76,69,60,62,74,63,19000,万能小〜中型,FICTIONAL_CONTENT
reel-0069,Shimara,STELLION,2500,2500,STD,flagship,5.2,78,5.2,197,0.32,76,69,60,62,74,63,19000,万能小〜中型,FICTIONAL_CONTENT
reel-0070,Shimara,STELLION,2500HG,2500,HG,flagship,6.0,95,5.2,197,0.32,76,69,60,62,74,63,19800,万能小〜中型,FICTIONAL_CONTENT
reel-0071,Shimara,STELLION,3000,3000,STD,flagship,5.2,85,7.2,216,0.34,76,69,60,62,74,63,21600,万能小〜中型,FICTIONAL_CONTENT
reel-0072,Shimara,STELLION,3000HG,3000,HG,flagship,6.0,104,7.2,216,0.34,76,69,60,62,74,63,22500,万能小〜中型,FICTIONAL_CONTENT
reel-0073,Shimara,STELLION,3000XG,3000,XG,flagship,6.4,111,7.2,216,0.34,76,69,59,67,74,63,23300,万能小〜中型,FICTIONAL_CONTENT
reel-0074,Shimara,STELLION,4000,4000,STD,flagship,5.2,99,10.3,245,0.38,76,69,60,62,74,63,25900,シーバス/サーフ,FICTIONAL_CONTENT
reel-0075,Shimara,STELLION,4000HG,4000,HG,flagship,6.0,121,10.3,245,0.38,76,69,60,62,74,63,27000,シーバス/サーフ,FICTIONAL_CONTENT
reel-0076,Shimara,STELLION,4000XG,4000,XG,flagship,6.4,129,10.3,245,0.38,76,69,59,67,74,63,28000,シーバス/サーフ,FICTIONAL_CONTENT
reel-0077,Shimara,STELLION,5000,5000,STD,flagship,5.2,104,12.4,274,0.4,76,69,60,62,74,63,31100,シーバス/サーフ,FICTIONAL_CONTENT
reel-0078,Shimara,STELLION,5000HG,5000,HG,flagship,6.0,127,12.4,274,0.4,76,69,60,62,74,63,32300,シーバス/サーフ,FICTIONAL_CONTENT
reel-0079,Shimara,STELLION,5000XG,5000,XG,flagship,6.4,136,12.4,274,0.4,76,69,59,67,74,63,33600,シーバス/サーフ,FICTIONAL_CONTENT
reel-0080,Shimara,STELLION,6000PG,6000,PG,flagship,4.6,97,14.9,325,0.43,76,69,67,62,74,63,40300,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0081,Shimara,STELLION,6000HG,6000,HG,flagship,5.7,132,14.4,317,0.43,76,69,60,62,74,63,39500,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0082,Shimara,STELLION,6000XG,6000,XG,flagship,6.1,141,14.4,317,0.43,76,69,59,67,74,63,41100,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0083,Shimara,STELLION,8000PG,8000,PG,flagship,4.6,99,19.1,421,0.46,76,69,67,62,74,63,55000,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0084,Shimara,STELLION,8000HG,8000,HG,flagship,5.7,136,18.5,413,0.46,76,69,60,62,74,63,53900,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0085,Shimara,STELLION,8000XG,8000,XG,flagship,6.1,145,18.5,413,0.46,76,69,59,67,74,63,56000,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0086,Shimara,STELLION,10000PG,10000,PG,flagship,4.6,103,23.3,488,0.49,76,69,67,62,74,63,65900,大型青物/オフショア,FICTIONAL_CONTENT
reel-0087,Shimara,STELLION,10000HG,10000,HG,flagship,5.7,141,22.7,480,0.49,76,69,60,62,74,63,64700,大型青物/オフショア,FICTIONAL_CONTENT
reel-0088,Shimara,STELLION,14000PG,14000,PG,flagship,4.6,111,26.5,632,0.54,76,69,67,62,74,63,82400,大型青物/オフショア,FICTIONAL_CONTENT
reel-0089,Shimara,STELLION,14000HG,14000,HG,flagship,5.7,151,25.8,624,0.54,76,69,60,62,74,63,80900,大型青物/オフショア,FICTIONAL_CONTENT
reel-0090,Shimara,STELLION,18000PG,18000,PG,flagship,4.6,116,29.7,738,0.57,76,69,67,62,74,63,98900,Big Game,FICTIONAL_CONTENT
reel-0091,Shimara,STELLION,18000HG,18000,HG,flagship,5.7,159,28.8,730,0.57,76,69,60,62,74,63,97000,Big Game,FICTIONAL_CONTENT
reel-0092,Shimara,STELLION,20000PG,20000,PG,flagship,4.6,118,31.8,796,0.59,76,69,67,62,74,63,108100,Big Game,FICTIONAL_CONTENT
reel-0093,Shimara,STELLION,20000HG,20000,HG,flagship,5.7,162,30.9,788,0.59,76,69,60,62,74,63,106000,Big Game,FICTIONAL_CONTENT
reel-0094,Shimara,STELLION,30000PG,30000,PG,flagship,4.6,122,37.1,949,0.65,76,69,67,62,74,63,126400,Big Game,FICTIONAL_CONTENT
reel-0095,Shimara,STELLION,30000HG,30000,HG,flagship,5.7,167,36.1,941,0.65,76,69,60,62,74,63,124000,Big Game,FICTIONAL_CONTENT
reel-0096,Daiva,REVROSIA,1000S,1000,S,entry,5.2,69,3.0,152,0.21,62,59,58,67,62,54,6600,ライトゲーム,FICTIONAL_CONTENT
reel-0097,Daiva,REVROSIA,1000HG,1000,HG,entry,6.0,85,3.0,156,0.24,62,59,58,67,62,54,6900,ライトゲーム,FICTIONAL_CONTENT
reel-0098,Daiva,REVROSIA,2000S,2000,S,entry,5.2,76,4.0,167,0.26,62,59,58,67,62,54,7400,ライトゲーム,FICTIONAL_CONTENT
reel-0099,Daiva,REVROSIA,2000HG,2000,HG,entry,6.0,93,4.0,171,0.3,62,59,58,67,62,54,7700,ライトゲーム,FICTIONAL_CONTENT
reel-0100,Daiva,REVROSIA,2500S,2500,S,entry,5.2,84,5.0,190,0.28,62,59,58,67,62,54,8600,万能小〜中型,FICTIONAL_CONTENT
reel-0101,Daiva,REVROSIA,2500,2500,STD,entry,5.2,84,5.0,194,0.32,62,59,58,67,62,54,8600,万能小〜中型,FICTIONAL_CONTENT
reel-0102,Daiva,REVROSIA,2500HG,2500,HG,entry,6.0,103,5.0,194,0.32,62,59,58,67,62,54,8900,万能小〜中型,FICTIONAL_CONTENT
reel-0103,Daiva,REVROSIA,3000,3000,STD,entry,5.2,92,6.9,213,0.34,62,59,58,67,62,54,9700,万能小〜中型,FICTIONAL_CONTENT
reel-0104,Daiva,REVROSIA,3000HG,3000,HG,entry,6.0,112,6.9,213,0.34,62,59,58,67,62,54,10100,万能小〜中型,FICTIONAL_CONTENT
reel-0105,Daiva,REVROSIA,3000XG,3000,XG,entry,6.4,120,6.9,213,0.34,62,59,56,73,62,54,10500,万能小〜中型,FICTIONAL_CONTENT
reel-0106,Daiva,REVROSIA,4000,4000,STD,entry,5.2,106,9.9,242,0.38,62,59,58,67,62,54,11700,シーバス/サーフ,FICTIONAL_CONTENT
reel-0107,Daiva,REVROSIA,4000HG,4000,HG,entry,6.0,130,9.9,242,0.38,62,59,58,67,62,54,12100,シーバス/サーフ,FICTIONAL_CONTENT
reel-0108,Daiva,REVROSIA,4000XG,4000,XG,entry,6.4,139,9.9,242,0.38,62,59,56,73,62,54,12600,シーバス/サーフ,FICTIONAL_CONTENT
reel-0109,Daiva,REVROSIA,5000,5000,STD,entry,5.2,112,11.9,270,0.4,62,59,58,67,62,54,14000,シーバス/サーフ,FICTIONAL_CONTENT
reel-0110,Daiva,REVROSIA,5000HG,5000,HG,entry,6.0,137,11.9,270,0.4,62,59,58,67,62,54,14600,シーバス/サーフ,FICTIONAL_CONTENT
reel-0111,Daiva,REVROSIA,5000XG,5000,XG,entry,6.4,146,11.9,270,0.4,62,59,56,73,62,54,15100,シーバス/サーフ,FICTIONAL_CONTENT
reel-0112,Daiva,FREEMZA,2000S,2000,S,mid,5.2,76,4.0,162,0.26,62,59,58,67,62,54,9700,ライトゲーム,FICTIONAL_CONTENT
reel-0113,Daiva,FREEMZA,2000HG,2000,HG,mid,6.0,93,4.0,166,0.3,62,59,58,67,62,54,10100,ライトゲーム,FICTIONAL_CONTENT
reel-0114,Daiva,FREEMZA,2500S,2500,S,mid,5.2,84,5.0,185,0.28,62,59,58,67,62,54,11300,万能小〜中型,FICTIONAL_CONTENT
reel-0115,Daiva,FREEMZA,2500,2500,STD,mid,5.2,84,5.0,189,0.32,62,59,58,67,62,54,11300,万能小〜中型,FICTIONAL_CONTENT
reel-0116,Daiva,FREEMZA,2500HG,2500,HG,mid,6.0,103,5.0,189,0.32,62,59,58,67,62,54,11700,万能小〜中型,FICTIONAL_CONTENT
reel-0117,Daiva,FREEMZA,3000,3000,STD,mid,5.2,92,6.9,207,0.34,62,59,58,67,62,54,12800,万能小〜中型,FICTIONAL_CONTENT
reel-0118,Daiva,FREEMZA,3000HG,3000,HG,mid,6.0,112,6.9,207,0.34,62,59,58,67,62,54,13300,万能小〜中型,FICTIONAL_CONTENT
reel-0119,Daiva,FREEMZA,3000XG,3000,XG,mid,6.4,120,6.9,207,0.34,62,59,56,73,62,54,13900,万能小〜中型,FICTIONAL_CONTENT
reel-0120,Daiva,FREEMZA,4000,4000,STD,mid,5.2,106,9.9,235,0.38,62,59,58,67,62,54,15400,シーバス/サーフ,FICTIONAL_CONTENT
reel-0121,Daiva,FREEMZA,4000HG,4000,HG,mid,6.0,130,9.9,235,0.38,62,59,58,67,62,54,16000,シーバス/サーフ,FICTIONAL_CONTENT
reel-0122,Daiva,FREEMZA,4000XG,4000,XG,mid,6.4,139,9.9,235,0.38,62,59,56,73,62,54,16600,シーバス/サーフ,FICTIONAL_CONTENT
reel-0123,Daiva,FREEMZA,5000,5000,STD,mid,5.2,112,11.9,262,0.4,62,59,58,67,62,54,18500,シーバス/サーフ,FICTIONAL_CONTENT
reel-0124,Daiva,FREEMZA,5000HG,5000,HG,mid,6.0,137,11.9,262,0.4,62,59,58,67,62,54,19200,シーバス/サーフ,FICTIONAL_CONTENT
reel-0125,Daiva,FREEMZA,5000XG,5000,XG,mid,6.4,146,11.9,262,0.4,62,59,56,73,62,54,19900,シーバス/サーフ,FICTIONAL_CONTENT
reel-0126,Daiva,FREEMZA,6000PG,6000,PG,mid,4.6,104,14.3,312,0.43,62,59,65,67,62,54,23900,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0127,Daiva,FREEMZA,6000HG,6000,HG,mid,5.7,142,13.9,304,0.43,62,59,58,67,62,54,23500,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0128,Daiva,FREEMZA,6000XG,6000,XG,mid,6.1,152,13.9,304,0.43,62,59,56,73,62,54,24400,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0129,Daiva,LUVERA,1000S,1000,S,light,5.2,69,3.0,140,0.21,62,59,58,74,62,54,11900,ライトゲーム,FICTIONAL_CONTENT
reel-0130,Daiva,LUVERA,1000HG,1000,HG,light,6.0,85,3.0,144,0.24,62,59,58,74,62,54,12400,ライトゲーム,FICTIONAL_CONTENT
reel-0131,Daiva,LUVERA,2000S,2000,S,light,5.2,76,4.0,153,0.26,62,59,58,74,62,54,13300,ライトゲーム,FICTIONAL_CONTENT
reel-0132,Daiva,LUVERA,2000HG,2000,HG,light,6.0,93,4.0,157,0.3,62,59,58,74,62,54,13900,ライトゲーム,FICTIONAL_CONTENT
reel-0133,Daiva,LUVERA,2500S,2500,S,light,5.2,84,5.0,175,0.28,62,59,58,74,62,54,15400,万能小〜中型,FICTIONAL_CONTENT
reel-0134,Daiva,LUVERA,2500,2500,STD,light,5.2,84,5.0,179,0.32,62,59,58,74,62,54,15400,万能小〜中型,FICTIONAL_CONTENT
reel-0135,Daiva,LUVERA,2500HG,2500,HG,light,6.0,103,5.0,179,0.32,62,59,58,74,62,54,16100,万能小〜中型,FICTIONAL_CONTENT
reel-0136,Daiva,LUVERA,3000,3000,STD,light,5.2,92,6.9,197,0.34,62,59,58,74,62,54,17600,万能小〜中型,FICTIONAL_CONTENT
reel-0137,Daiva,LUVERA,3000HG,3000,HG,light,6.0,112,6.9,197,0.34,62,59,58,74,62,54,18300,万能小〜中型,FICTIONAL_CONTENT
reel-0138,Daiva,LUVERA,3000XG,3000,XG,light,6.4,120,6.9,197,0.34,62,59,56,80,62,54,19000,万能小〜中型,FICTIONAL_CONTENT
reel-0139,Daiva,LUVERA,4000,4000,STD,light,5.2,106,9.9,223,0.38,62,59,58,74,62,54,21100,シーバス/サーフ,FICTIONAL_CONTENT
reel-0140,Daiva,LUVERA,4000HG,4000,HG,light,6.0,130,9.9,223,0.38,62,59,58,74,62,54,21900,シーバス/サーフ,FICTIONAL_CONTENT
reel-0141,Daiva,LUVERA,4000XG,4000,XG,light,6.4,139,9.9,223,0.38,62,59,56,80,62,54,22700,シーバス/サーフ,FICTIONAL_CONTENT
reel-0142,Daiva,CERTEX,1000S,1000,S,flagship,5.2,69,3.0,145,0.21,72,66,58,67,62,60,14900,ライトゲーム,FICTIONAL_CONTENT
reel-0143,Daiva,CERTEX,1000HG,1000,HG,flagship,6.0,85,3.0,149,0.24,72,66,58,67,62,60,15500,ライトゲーム,FICTIONAL_CONTENT
reel-0144,Daiva,CERTEX,2000S,2000,S,flagship,5.2,76,4.0,158,0.26,72,66,58,67,62,60,16600,ライトゲーム,FICTIONAL_CONTENT
reel-0145,Daiva,CERTEX,2000HG,2000,HG,flagship,6.0,93,4.0,162,0.3,72,66,58,67,62,60,17300,ライトゲーム,FICTIONAL_CONTENT
reel-0146,Daiva,CERTEX,2500S,2500,S,flagship,5.2,84,5.0,181,0.28,72,66,58,67,62,60,19200,万能小〜中型,FICTIONAL_CONTENT
reel-0147,Daiva,CERTEX,2500,2500,STD,flagship,5.2,84,5.0,185,0.32,72,66,58,67,62,60,19200,万能小〜中型,FICTIONAL_CONTENT
reel-0148,Daiva,CERTEX,2500HG,2500,HG,flagship,6.0,103,5.0,185,0.32,72,66,58,67,62,60,20000,万能小〜中型,FICTIONAL_CONTENT
reel-0149,Daiva,CERTEX,3000,3000,STD,flagship,5.2,92,6.9,203,0.34,72,66,58,67,62,60,21900,万能小〜中型,FICTIONAL_CONTENT
reel-0150,Daiva,CERTEX,3000HG,3000,HG,flagship,6.0,112,6.9,203,0.34,72,66,58,67,62,60,22700,万能小〜中型,FICTIONAL_CONTENT
reel-0151,Daiva,CERTEX,3000XG,3000,XG,flagship,6.4,120,6.9,203,0.34,72,66,56,73,62,60,23600,万能小〜中型,FICTIONAL_CONTENT
reel-0152,Daiva,CERTEX,4000,4000,STD,flagship,5.2,106,9.9,230,0.38,72,66,58,67,62,60,26200,シーバス/サーフ,FICTIONAL_CONTENT
reel-0153,Daiva,CERTEX,4000HG,4000,HG,flagship,6.0,130,9.9,230,0.38,72,66,58,67,62,60,27300,シーバス/サーフ,FICTIONAL_CONTENT
reel-0154,Daiva,CERTEX,4000XG,4000,XG,flagship,6.4,139,9.9,230,0.38,72,66,56,73,62,60,28300,シーバス/サーフ,FICTIONAL_CONTENT
reel-0155,Daiva,CERTEX,5000,5000,STD,flagship,5.2,112,11.9,257,0.4,72,66,58,67,62,60,31500,シーバス/サーフ,FICTIONAL_CONTENT
reel-0156,Daiva,CERTEX,5000HG,5000,HG,flagship,6.0,137,11.9,257,0.4,72,66,58,67,62,60,32800,シーバス/サーフ,FICTIONAL_CONTENT
reel-0157,Daiva,CERTEX,5000XG,5000,XG,flagship,6.4,146,11.9,257,0.4,72,66,56,73,62,60,34000,シーバス/サーフ,FICTIONAL_CONTENT
reel-0158,Daiva,CERTEX,6000PG,6000,PG,flagship,4.6,104,14.3,306,0.43,72,66,65,67,62,60,40800,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0159,Daiva,CERTEX,6000HG,6000,HG,flagship,5.7,142,13.9,298,0.43,72,66,58,67,62,60,40000,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0160,Daiva,CERTEX,6000XG,6000,XG,flagship,6.1,152,13.9,298,0.43,72,66,56,73,62,60,41600,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0161,Daiva,CERTEX,8000PG,8000,PG,flagship,4.6,107,18.4,396,0.46,72,66,65,67,62,60,55600,ショアジギ/中型青物,FICTIONAL_CONTENT
reel-0162,Daiva,CERTEX,8000HG,8000,HG,flagship,5.7,146,17.8,388,0.46,72,66,58,67,62,60,54600,ショアジギ/中型青物,FICTIONAL_CONTENT
